step_sequence_number,iteration,condition,write_algorithm,read_algorithm,session_id,write_latency_ms,flush_latency_ms,total_bytes_written,handoff_latency_ms,context_payload_bytes,context_token_count,compression_ratio,input_token_delta,estimated_cost_usd,input_tokens_used,output_tokens_used,simulator_input_tokens,simulator_output_tokens,handoff_input_tokens,handoff_output_tokens,execution_latency_ms,simulated_wan_latency_ms,wan_simulation_active,retrieval_accuracy_score,state_integrity_score,extra
202,22,D_W1_R1,W1,R1,8c849505-ef3b-45a6-9e6e-16b902100950,1.2122999978601001,0.009700008376967162,4357,6128.194299992174,2698,672,1.823943661971831,536,0.002762,3601,1527,2929,1109,672,418,21590.568,0.0,False,0.35,0.25,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
203,23,D_W1_R1,W1,R1,bf163186-f636-488c-b8a4-f54b358edb00,1.1532375028764363,0.006775000656489283,4129,4193.410899984883,2127,480,2.158439116125999,536,0.00222,3305,1268,2825,920,480,348,17731.909,0.0,False,0.25,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
204,24,D_W1_R1,W1,R1,4bd38891-4f5e-449a-b479-2b53c95b4b66,1.130399999965448,0.005974994564894587,3199,4378.5823000071105,1775,446,2.1019718309859154,519,0.002096,3156,1203,2710,873,446,330,14932.602,0.0,False,0.25,0.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
205,25,D_W1_R1,W1,R1,19a0964a-d9da-4be8-81a4-641ae8e6de05,1.0964124921883922,0.00650000583846122,3653,4478.624200011836,1688,374,2.4680094786729856,527,0.001989,3003,1135,2629,812,374,323,15415.723,0.0,False,0.42,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
206,26,D_W1_R1,W1,R1,30877f16-17bc-4011-a00d-38c2dacf5c6b,1.080162499420112,0.01080000220099464,3534,4923.659599997336,1649,429,2.431776834445118,537,0.002229,3199,1231,2770,871,429,360,18165.295,0.0,False,0.55,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
207,27,D_W1_R1,W1,R1,79711af7-bb54-4c67-ae0b-c09e8b70b3a6,1.0873624960368033,0.006149988621473312,3367,3767.6689000218175,1597,396,2.4157795867251095,533,0.001866,3119,1129,2723,835,396,294,15850.805,0.0,False,0.45,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
208,28,D_W1_R1,W1,R1,51944a17-9607-4bfd-a664-8106d3adcd3f,1.0225999976682942,0.006024994945619255,3257,3891.3442000048235,1500,332,2.506666666666667,509,0.001742,2953,1030,2621,748,332,282,22925.39,0.0,False,0.33,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
209,29,D_W1_R1,W1,R1,6a3295dc-1a32-4bb3-8f19-213b7df9d93c,1.1447124961705413,0.0075749921961687505,3849,4603.660299995681,1735,395,2.4985590778097984,536,0.00183,3127,1124,2732,837,395,287,19504.381,0.0,False,0.35,0.25,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
210,0,D_W1_R2,W1,R2,eb149593-7e73-49ab-8e9e-6eaac2847439,0.9832124960666988,0.006100002792663872,3626,5534.742399991956,1113,298,3.9861932938856017,643,0.00513,3072,1380,2774,868,298,512,21849.65,0.0,False,0.72,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
211,1,D_W1_R2,W1,R2,f0b93ee4-dc05-4250-992d-2e1a01eedb4a,1.0717624936660286,0.006549998943228275,3894,3701.9092999980785,1288,299,3.6163575042158516,652,0.004116,3071,1188,2772,881,299,307,20373.65,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
212,2,D_W1_R2,W1,R2,8b3e06a1-f6d4-418f-8d28-0f05413b28fe,1.0987374989781529,0.006325011781882495,3774,4202.620500000194,1326,298,3.4532019704433496,631,0.004368,3054,1220,2756,858,298,362,20963.16,0.0,False,0.85,0.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
213,3,D_W1_R2,W1,R2,abfb8506-0c01-493d-9b36-0bc07c8c45bd,0.9231125040969346,0.007425012881867588,3260,4850.681400013855,1236,298,3.2298850574712645,599,0.004741,3024,1269,2726,826,298,443,21909.213,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
214,4,D_W1_R2,W1,R2,88cb2fdf-62fa-4f2b-bb7c-8f4560acf56d,1.0388125047029462,0.006800000846851617,3319,4293.1401999958325,1107,253,3.787575150300601,649,0.004351000000000001,2975,1247,2722,832,253,415,19512.201,0.0,False,0.85,0.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
215,5,D_W1_R2,W1,R2,64a35e8c-e201-469a-95d5-4987119b392c,0.791649999882793,0.007550006557721645,4487,3762.594200001331,1123,298,4.905088062622309,1057,0.004609,3228,1604,2930,1279,298,325,18248.139,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
216,6,D_W1_R2,W1,R2,5ab209f9-5eb7-4e4a-822e-fb0a6783d755,1.1162625014549121,0.007375005225185305,3185,5293.715600011637,1185,298,3.3760445682451254,606,0.004743,3034,1274,2736,832,298,442,21421.587,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
217,7,D_W1_R2,W1,R2,9d63a50b-2456-4e0f-b062-eed60b9ceee3,1.2163874962425325,0.008049995813053101,3242,4765.2399000071455,1202,273,3.2979109900090826,493,0.004235,2708,1097,2435,702,273,395,20337.366,0.0,False,0.75,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
218,8,D_W1_R2,W1,R2,0511b369-5e96-4f12-b7ec-f344f7cdcf5f,1.2226000035298057,0.012249991414137185,5111,5357.8391000046395,1230,298,4.976806422836753,1060,0.005547,3230,1791,2932,1279,298,512,25910.822,0.0,False,0.72,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
219,9,D_W1_R2,W1,R2,c72ffede-be7f-46e4-b45f-03b509b96cb6,1.1510875046951696,0.0064250052673742175,4552,5199.925599998096,1111,298,4.9760956175298805,1024,0.005511,3229,1758,2931,1246,298,512,24542.982,0.0,False,0.92,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
220,10,D_W1_R2,W1,R2,4e3c2937-ec6d-4a52-9e59-d34676c31cfc,0.7766125017951708,0.005625006451737136,3366,3822.0340000116266,1098,298,3.7766599597585513,640,0.004107,3031,1175,2733,867,298,308,19039.056,0.0,False,0.85,0.25,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
221,11,D_W1_R2,W1,R2,f629bc65-ff43-4d16-9245-14a161e3f8f1,1.1717624984157737,0.008475006325170398,3236,4469.621199998073,1150,267,3.4985645933014355,663,0.004453,3026,1272,2759,859,267,413,20410.699,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
222,12,D_W1_R2,W1,R2,82112715-e0ac-4e81-baf6-c18d897ce351,1.1071749941038433,0.010849995305761695,3524,5249.0319999924395,1219,293,3.5,628,0.004735,3035,1292,2742,852,293,440,25356.023,0.0,False,0.85,0.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
223,13,D_W1_R2,W1,R2,8459d416-8bb7-4b2e-b060-90f148cc375f,1.074862499081064,0.019524995877873152,2866,5474.730499990983,1185,284,3.089053803339518,604,0.005008,2996,1330,2712,818,284,512,18353.749,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
224,14,D_W1_R2,W1,R2,bd87a949-0c13-405e-aa3b-4263dfd21c08,1.0185624996665865,0.010550007573328912,4527,4760.336499981349,1305,298,4.275919732441472,1058,0.004750000000000001,3230,1632,2932,1279,298,353,22035.778,0.0,False,0.85,0.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
225,15,D_W1_R2,W1,R2,38156dfe-2a5c-4705-bd86-fcc7de82468b,1.0944499990728218,0.006850001227576286,3699,4163.79560000496,1349,298,3.3051529790660226,604,0.004391000000000001,2986,1211,2688,839,298,372,19697.712,0.0,False,0.15,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
226,16,D_W1_R2,W1,R2,46a0d542-6c58-47ef-872b-cb5e290c49a4,0.7999374975042883,0.01712500670691952,3165,3408.2442999933846,1167,298,3.3781749764816555,586,0.0039030000000000002,3021,1087,2723,809,298,278,19033.113,0.0,False,0.85,0.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
227,17,D_W1_R2,W1,R2,71db870e-58dc-44aa-9603-3040f059aadf,1.1825250076071825,0.007100003131199628,3710,5136.070999986259,1194,285,3.76076993583868,602,0.0046029999999999995,2999,1246,2714,816,285,430,19717.216,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
228,18,D_W1_R2,W1,R2,19e93bbe-e3e8-4df5-9b28-9c660f0fd3a6,1.1793500052590389,0.016600002709310502,3688,4949.744499986991,1342,294,3.377009646302251,749,0.005223,3158,1485,2864,973,294,512,20900.427,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
229,19,D_W1_R2,W1,R2,d1260b4a-7150-4d51-b518-2a4a3970136a,1.0695500022848137,0.008150003850460052,4048,3708.9032000221778,1263,298,3.839100346020761,641,0.004243,3059,1204,2761,869,298,335,23047.57,0.0,False,0.92,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
230,20,D_W1_R2,W1,R2,c38c0eb0-68f7-4aca-82b3-89d611f5f51f,1.1149125020892825,0.007524999091401696,3410,5705.138099991018,1237,298,3.3904593639575973,581,0.004523,2897,1219,2599,816,298,403,21730.195,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
231,21,D_W1_R2,W1,R2,775a9bec-414d-49ca-be97-3dc2084ff91d,1.0805124984472059,0.006349990144371986,3789,4904.008100013016,1331,298,3.415785191212368,626,0.004863,3021,1320,2723,858,298,462,21873.205,0.0,False,0.72,0.75,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
232,22,D_W1_R2,W1,R2,5d3d2aa2-030e-4bb9-920d-e3f229b780c8,1.2296874992898665,0.011049996828660369,4495,4022.7231000026222,1170,298,4.654784240150094,1057,0.005544,3235,1792,2937,1280,298,512,20635.709,0.0,False,0.92,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
233,23,D_W1_R2,W1,R2,255a9571-eebb-433b-b4dc-a1d54ec146d0,1.0464250080985948,0.014250006643123925,3331,5489.827500015963,1312,280,3.099585062240664,591,0.004967,2800,1317,2520,805,280,512,21332.307,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
234,24,D_W1_R2,W1,R2,979ea95d-ae49-49c5-8561-b80fa371f979,0.8996374963317066,0.007650007319170982,3412,5106.449200015049,1119,298,3.7586547972304647,655,0.005142,3088,1391,2790,879,298,512,19626.908,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
235,25,D_W1_R2,W1,R2,c3b40a49-9a43-466f-a4a1-742de83dcf4d,1.043787498929305,0.007500006176996976,3861,4881.5415000135545,1259,298,3.6836646499567847,672,0.004459,3103,1269,2805,897,298,372,21397.817,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
236,26,D_W1_R2,W1,R2,792ae857-9354-47c3-be34-ccf7754ac4fc,0.8723999999347143,0.006349997420329601,3103,2509.9732000089716,1206,278,3.1622846781504985,500,0.0034720000000000003,2820,943,2542,709,278,234,15815.038,0.0,False,0.75,0.75,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
237,27,D_W1_R2,W1,R2,67c76f8a-f42a-4b53-8461-f7d4f9b520d6,1.1263124979450367,0.011149997590109706,4387,5155.901899997843,1376,298,3.78414442700157,704,0.004701,3119,1345,2821,931,298,414,22521.517,0.0,False,0.85,0.25,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
238,28,D_W1_R2,W1,R2,9d4f9db1-b18a-4b2f-80f1-07791b5a9947,1.0511125037737656,0.008524999429937452,3221,4263.547700014897,1208,266,3.332725615314494,605,0.004453,2958,1228,2692,802,266,426,18230.104,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
239,29,D_W1_R2,W1,R2,4c8148ac-1c6c-44f2-8f3b-8aae3f0b453c,0.7696749999013264,0.006624999514315277,3588,6041.07040000963,1339,298,3.205811138014528,571,0.004658000000000001,3002,1228,2704,796,298,432,20664.618,0.0,False,0.72,1.0,"{""flush_ratio"": 0.5, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
240,0,D_W1_R3,W1,R3,3ee93716-1513-42fe-bb69-8f710b447b80,1.0261999996146187,0.009499999578110874,4522,5190.655699989293,4030,1122,1.2409429280397022,248,0.003682,4057,1792,2935,1280,1122,512,22128.956,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 393.3781999803614, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
241,1,D_W1_R3,W1,R3,e74d4986-4807-4e3e-b540-2fc324a4903d,1.2842750038544182,0.008174989488907158,3958,3484.985399991274,2285,634,1.937417943107221,524,0.003194,3553,1587,2919,1075,634,512,16186.516,0.0,False,0.55,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 368.8667000096757, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
242,2,D_W1_R3,W1,R3,a0c24748-ebe6-4792-85e0-2b18110eacfa,0.7142249960452318,0.0075499992817640305,3374,3990.0762000179384,3649,968,1.0391888188544807,-24,0.002543,3728,1177,2760,862,968,315,18679.021,0.0,False,0.95,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 345.1082000101451, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
243,3,D_W1_R3,W1,R3,1d793f94-8196-448a-9fec-6d1007275565,1.0317250016669277,0.006575006409548223,3588,3752.906500012614,3935,923,1.0350698856416773,-25,0.002618,3605,1159,2682,820,923,339,18972.8,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 353.01170000457205, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
244,4,D_W1_R3,W1,R3,e67d8d04-8e80-4369-ab9d-cdc6f78856ab,0.8406500019191299,0.006750000466126949,3560,3825.4469000094105,3858,1010,1.0352514256091239,-25,0.002645,3809,1231,2799,904,1010,327,16604.596,0.0,False,0.95,0.5,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 350.76060000574216, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
245,5,D_W1_R3,W1,R3,68153da1-0802-487f-af3b-ae6e86a16a76,1.0719999991124496,0.006550006219185889,4051,4085.550299991155,2050,504,2.171707317073171,475,0.002104,3301,1217,2797,897,504,320,16765.055,0.0,False,0.42,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 351.06079999241047, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
246,6,D_W1_R3,W1,R3,a111c1cf-10d8-4a1e-a3af-15c0576d3513,0.992050005152123,0.009725001291371882,3584,3264.5790000096895,2680,637,1.5052238805970148,294,0.003037,3384,1329,2747,849,637,480,16384.529,0.0,False,0.75,0.75,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 355.13529999298044, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
247,7,D_W1_R3,W1,R3,6415557f-9b2d-4fa0-b7f4-22cf7d25b863,1.076949996786425,0.009400013368576765,3507,4883.788300008746,2706,697,1.4541759053954175,238,0.002647,3431,1245,2734,855,697,390,17266.858,0.0,False,0.65,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 355.9286000090651, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
248,8,D_W1_R3,W1,R3,12a8d130-c687-4d53-970b-c454542d4806,1.1320249977870844,0.007975009793881327,3591,4173.113299999386,2643,745,1.5104048429814605,240,0.00251,3558,1253,2813,900,745,353,22545.135,0.0,False,0.65,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 355.9282000060193, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
249,9,D_W1_R3,W1,R3,bae5917f-7581-4c78-93a6-e62d15ac8f42,1.2050499899487477,0.006524991476908326,3003,5488.97790000774,2149,637,1.59004187994416,323,0.003132,3414,1377,2777,878,637,499,18505.788,0.0,False,0.85,0.75,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 353.8342999818269, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
250,10,D_W1_R3,W1,R3,6dbdf4bb-3db8-44b4-a22e-74e27c985f51,1.2874250060121994,0.0067250075517222285,4059,3724.684699991485,3200,775,1.3896875,240,0.0022,3611,1218,2836,933,775,285,18970.31,0.0,False,0.5,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 369.54810001770966, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
251,11,D_W1_R3,W1,R3,c276d6bc-5d87-4ebf-9ec0-a6928de460ec,1.2370750009722542,0.006774993380531669,3222,4694.631499995012,3159,887,1.1519468186134854,77,0.003122,3670,1328,2783,881,887,447,20242.453,0.0,False,0.92,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 355.0866000005044, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
252,12,D_W1_R3,W1,R3,38d71075-2188-424a-aaf0-ffa16a028983,1.163225002528634,0.013074997696094215,3642,4123.558799998136,2490,590,1.6224899598393574,284,0.002215,3139,1125,2549,800,590,325,16413.714,0.0,False,0.55,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 366.54609997640364, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
253,13,D_W1_R3,W1,R3,5b78fbd6-86d0-431d-81db-559fb76ca581,0.8605375005572569,0.010725001629907638,4825,5696.7770000046585,4632,1120,1.1584628670120898,118,0.00368,4054,1664,2934,1152,1120,512,21594.839,0.0,False,0.95,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 344.87699999590404, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
254,14,D_W1_R3,W1,R3,1ee3871c-66df-4506-b0ce-0ea5ed36246b,0.8412374954787083,0.009224990208167583,3526,4405.08269998827,3377,869,1.1634586911459877,64,0.002784,3614,1235,2745,852,869,383,19757.982,0.0,False,0.95,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 333.421699993778, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
255,15,D_W1_R3,W1,R3,4d0be1d3-f792-4aeb-95f8-86829fd16ff8,1.2068249998264946,0.006274989573284984,3591,4905.264000000898,2451,635,1.6283149734802123,295,0.002445,3328,1215,2693,853,635,362,18375.286,0.0,False,0.15,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 368.58330000541173, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
256,16,D_W1_R3,W1,R3,db77a645-fb0b-423c-9f8d-b9197ead7a36,1.1219124899071176,0.006574999133590609,3836,5780.396099988138,3070,697,1.3846905537459284,238,0.003257,3446,1367,2749,855,697,512,22808.252,0.0,False,0.72,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 355.4011000087485, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
257,17,D_W1_R3,W1,R3,21d4caa3-30fe-44c5-b297-cfaae9cf30d6,1.1014750052709132,0.008249990059994161,4157,4796.648800023831,1878,454,2.4217252396166136,474,0.002264,3192,1210,2738,848,454,362,18245.478,0.0,False,0.52,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 353.5107000207063, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
258,18,D_W1_R3,W1,R3,f22c1255-8a58-4d83-8220-7b6269de6983,0.8537749999959487,0.009250004950445145,3376,4093.0618999991566,2557,616,1.4775127102072743,225,0.002396,3088,1120,2472,764,616,356,15932.941,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 341.72599998419173, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
259,19,D_W1_R3,W1,R3,c0671401-4251-4da1-981e-782261960e16,0.9006000036606565,0.014450000890064985,3619,3941.292399977101,1949,539,2.069779374037968,475,0.001964,3371,1217,2832,932,539,285,15482.071,0.0,False,0.62,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 374.15709998458624, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
260,20,D_W1_R3,W1,R3,fb1e6f69-e69b-4fcd-949f-ea5a932d14d7,1.0408250054751989,0.006949994713068008,3709,4398.302300018258,2425,635,1.6936082474226803,307,0.002795,3387,1294,2752,862,635,432,15886.522,0.0,False,0.72,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 348.84530000272207, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
261,21,D_W1_R3,W1,R3,4b824e83-14af-4094-97ac-057702648173,1.0619375098031014,0.012659997446462512,3082,4953.162199992221,1927,476,1.8028022833419823,406,0.002331,2972,1173,2496,802,476,371,17172.82,0.0,False,0.65,1.0,"{""flush_ratio"": 0.625, ""retrieval_latency_ms"": 346.89430001890287, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
262,22,D_W1_R3,W1,R3,ab954af9-8fcb-496d-b834-bed207003f4a,1.1609750035859179,0.008324997907038778,4799,4805.701900011627,2565,639,2.056530214424951,732,0.003199,3577,1792,2938,1280,639,512,22635.699,0.0,False,0.72,0.75,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 350.54859999218024, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
263,23,D_W1_R3,W1,R3,71182b60-8221-4c22-96dc-8e010b3afb70,1.2165999942226335,0.008974995580501854,3562,4174.747700017178,1834,475,2.1799345692475462,475,0.002225,3243,1218,2768,868,475,350,16460.681,0.0,False,0.75,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 353.44209999311715, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
264,24,D_W1_R3,W1,R3,db5201f5-5aa7-44a0-a682-69334a8e0ad7,0.9246875015378464,0.006024994945619255,3583,3533.9074000075925,2227,563,1.826672653794342,440,0.003123,3162,1434,2599,922,563,512,14185.064,0.0,False,0.95,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 366.60869998740964, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
265,25,D_W1_R3,W1,R3,ca5f6ace-cb1f-4654-a2fb-6e28a739c49c,1.0535124929447193,0.010124997061211616,3847,4839.3921999959275,4018,959,1.0545047287207565,-12,0.002879,3722,1249,2763,865,959,384,18823.93,0.0,False,0.92,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 347.7671000000555, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
266,26,D_W1_R3,W1,R3,c8f6670a-0675-4d75-96ef-09a9e94bb9d8,1.1764250048145186,0.009900002623908222,3342,4952.512600022601,2400,615,1.57375,368,0.003175,3349,1415,2734,903,615,512,19778.297,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 375.0002000015229, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
267,27,D_W1_R3,W1,R3,13efe954-7929-4a36-823c-a6c0cfc6fc66,0.8095124976534862,0.006779999239370227,3577,5310.679599992,3773,995,1.059369202226345,-10,0.003555,3801,1415,2806,903,995,512,18864.468,0.0,False,0.85,1.0,"{""flush_ratio"": 0.625, ""retrieval_latency_ms"": 364.81490000733174, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
268,28,D_W1_R3,W1,R3,b6bdfd85-dcff-4bbd-bc38-bd3509578e7c,0.9046375016623642,0.015575002180412412,3724,4257.025500002783,2994,796,1.3797595190380763,240,0.002586,3652,1312,2856,954,796,358,21710.665,0.0,False,0.72,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 346.8814000079874, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
269,29,D_W1_R3,W1,R3,b7d41aca-6e06-40b6-b7f2-18dbb979599e,1.8216124990431126,0.007400005415547639,3300,3711.212299996987,1495,430,2.5076923076923077,475,0.00213,3148,1164,2718,824,430,340,15394.707,0.0,False,0.65,1.0,"{""flush_ratio"": 0.5, ""retrieval_latency_ms"": 374.94409998180345, ""interaction_class"": ""CatastrophicInterference"", ""available_trace_ratio"": 0.875}"
270,0,D_W1_R4,W1,R4,1e04ed05-7e85-403e-96ed-11ac920493ac,0.896474997716723,0.006775000656489283,3929,4427.135200006887,3230,800,1.3368421052631578,213,0.002665,3624,1290,2824,917,800,373,26835.578,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""archival_summaries_count"": 2, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
271,1,D_W1_R4,W1,R4,bb55c638-4281-439d-af49-1acd2e57513a,1.0794125009851996,0.008625000191386789,4054,4035.370300000068,3175,704,1.4141732283464568,269,0.002169,3485,1171,2781,878,704,293,24775.323,0.0,False,0.85,1.0,"{""flush_ratio"": 0.5, ""archival_summaries_count"": 2, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
272,2,D_W1_R4,W1,R4,9a664fa1-50e1-449d-b8ff-3048a986e240,0.843850000819657,0.008600000001024455,4049,5838.244800019311,3455,833,1.2911722141823445,201,0.003243,3673,1423,2840,941,833,482,26674.416,0.0,False,0.75,1.0,"{""flush_ratio"": 0.5, ""archival_summaries_count"": 2, ""interaction_class"": ""Unknown"", ""available_trace_ratio"": 0.875}"
